GradorPost,Relationship,Age,days_enrolled,kidsteenHome,Income,Total_Spent,NumAllPurchases,AverageCheck,NumWebVisitsMonth,ShareDealsPurchases,SumAcceptedOffers,cluster
Undergrad Degree,Single,24,592,0,96843.0,1544,27,57.2,2,3.7,2,1
PostGrad Degree,Single,64,154,2,56551.0,138,7,19.7,4,42.9,0,2
PostGrad Degree,Relationship,49,639,1,70053.0,1012,23,44.0,5,13.0,0,3
PostGrad Degree,Single,52,455,0,71670.0,1766,14,126.1,6,7.1,4,1
Undergrad Degree,Relationship,36,172,2,44359.0,45,6,7.5,3,50.0,0,2
Undergrad Degree,Single,62,549,2,40887.0,161,7,23.0,9,42.9,1,0
Undergrad Degree,Single,48,219,1,48877.0,144,7,20.6,7,14.3,0,2
Undergrad Degree,Relationship,67,469,0,74485.0,1734,25,69.4,3,4.0,0,1
Undergrad Degree,Relationship,42,410,1,64474.0,823,20,41.2,5,10.0,0,3
Undergrad Degree,Relationship,51,281,1,77226.0,1138,26,43.8,3,7.7,0,3
Undergrad Degree,Single,65,647,0,72643.0,1429,20,71.4,2,5.0,2,1
PostGrad Degree,Relationship,36,317,0,85738.0,1371,20,68.6,1,5.0,2,1
Undergrad Degree,Single,48,660,1,55686.0,982,14,70.1,4,14.3,1,1
Undergrad Degree,Single,31,256,1,39062.0,44,4,11.0,4,25.0,1,2
Undergrad Degree,Relationship,43,704,2,34600.0,318,12,26.5,8,41.7,1,0
Undergrad Degree,Relationship,39,520,1,40794.0,434,14,31.0,7,14.3,0,3
PostGrad Degree,Relationship,43,513,2,54690.0,198,9,22.0,3,33.3,0,0
Undergrad Degree,Relationship,45,575,1,4428.0,359,25,14.4,1,0.0,0,3
PostGrad Degree,Relationship,51,1032,0,32632.0,576,16,36.0,5,12.5,0,0
PostGrad Degree,Single,46,442,2,38236.0,88,7,12.6,7,57.1,0,2
Undergrad Degree,Relationship,35,63,1,36781.0,63,5,12.6,8,20.0,1,2
PostGrad Degree,Single,30,938,1,31385.0,27,3,9.0,8,33.3,2,0
Undergrad Degree,Relationship,30,647,1,24570.0,193,8,24.1,9,37.5,0,0
PostGrad Degree,Single,40,809,1,25509.0,101,6,16.8,9,50.0,1,0
Undergrad Degree,Relationship,63,4,0,94642.0,2211,21,105.3,1,0.0,2,1
PostGrad Degree,Relationship,52,426,1,58646.0,140,7,20.0,4,14.3,0,2
Undergrad Degree,Single,39,369,2,53201.0,415,14,29.6,7,57.1,0,2
Undergrad Degree,Relationship,57,712,1,21994.0,22,3,7.3,5,33.3,0,0
Undergrad Degree,Relationship,36,552,2,57113.0,263,10,26.3,7,60.0,0,0
Undergrad Degree,Relationship,23,532,0,51373.0,393,11,35.7,4,9.1,0,0
Undergrad Degree,Relationship,28,411,1,23477.0,147,7,21.0,8,42.9,0,2
Undergrad Degree,Relationship,58,237,1,58116.0,443,14,31.6,2,14.3,0,2
PostGrad Degree,Single,51,355,0,72968.0,1958,18,108.8,3,5.6,2,1
PostGrad Degree,Relationship,43,618,1,39791.0,174,8,21.8,7,25.0,0,0
PostGrad Degree,Single,67,415,0,91712.0,2217,27,82.1,3,0.0,2,1
Undergrad Degree,Single,56,277,1,94472.0,1691,15,112.7,5,6.7,2,1
Undergrad Degree,Relationship,54,598,2,13672.0,25,4,6.2,8,50.0,0,0
PostGrad Degree,Relationship,34,197,0,96547.0,809,21,38.5,2,0.0,4,3
Undergrad Degree,Relationship,39,829,0,79205.0,895,15,59.7,4,6.7,2,3
PostGrad Degree,Relationship,39,711,1,56559.0,484,15,32.3,4,20.0,0,3
PostGrad Degree,Relationship,41,689,1,32644.0,413,14,29.5,8,28.6,1,0
PostGrad Degree,Single,34,308,1,67506.0,331,11,30.1,3,9.1,0,2
Undergrad Degree,Single,44,490,1,24206.0,25,4,6.2,6,25.0,0,2
PostGrad Degree,Single,47,347,1,28420.0,13,3,4.3,6,33.3,0,2
Undergrad Degree,Relationship,44,910,1,22979.0,115,7,16.4,8,42.9,1,0
Undergrad Degree,Single,48,0,0,33279.0,16,3,5.3,3,33.3,0,2
PostGrad Degree,Single,42,444,2,46423.0,92,6,15.3,7,50.0,0,2
Undergrad Degree,Relationship,37,513,1,30368.0,52,5,10.4,8,40.0,0,0
Undergrad Degree,Relationship,44,740,1,63684.0,1464,20,73.2,5,15.0,0,1
Undergrad Degree,Single,50,661,1,41638.0,441,13,33.9,8,30.8,1,0
PostGrad Degree,Single,55,445,1,68805.0,283,11,25.7,2,9.1,0,2
PostGrad Degree,Relationship,48,306,1,65814.0,747,20,37.4,5,15.0,0,3
Undergrad Degree,Single,56,565,0,71964.0,1870,16,116.9,3,6.2,0,1
Undergrad Degree,Single,28,660,1,39146.0,165,8,20.6,8,37.5,0,0
Undergrad Degree,Relationship,37,546,0,96876.0,1941,23,84.4,2,4.3,4,1
Undergrad Degree,Relationship,33,678,0,34445.0,839,21,40.0,9,28.6,0,3
Undergrad Degree,Single,56,881,0,68281.0,1655,24,69.0,5,4.2,1,1
PostGrad Degree,Relationship,39,617,2,37284.0,23,3,7.7,6,33.3,0,0
Undergrad Degree,Relationship,31,702,0,36790.0,66,5,13.2,9,20.0,1,0
Undergrad Degree,Relationship,47,600,2,27943.0,37,5,7.4,8,60.0,0,0
Undergrad Degree,Single,63,251,2,22263.0,21,4,5.2,6,50.0,0,2
Undergrad Degree,Relationship,42,802,3,30261.0,22,3,7.3,8,33.3,0,0
Undergrad Degree,Relationship,36,4,1,28587.0,78,6,13.0,6,50.0,0,2
PostGrad Degree,Relationship,32,581,1,43815.0,79,5,15.8,6,20.0,0,0
Undergrad Degree,Relationship,58,319,2,48195.0,265,11,24.1,6,54.5,0,2
PostGrad Degree,Relationship,62,218,1,77027.0,1175,17,69.1,4,11.8,0,1
PostGrad Degree,Relationship,49,658,1,71322.0,1305,26,50.2,4,7.7,0,3
PostGrad Degree,Relationship,35,286,1,32765.0,46,6,7.7,5,33.3,0,2
Undergrad Degree,Relationship,49,368,2,29672.0,25,3,8.3,6,33.3,0,2
Undergrad Degree,Single,61,415,0,23272.0,46,4,11.5,4,25.0,0,2
PostGrad Degree,Relationship,65,880,1,49912.0,874,22,39.7,8,18.2,2,3
PostGrad Degree,Relationship,29,1063,1,7500.0,100,6,16.7,9,66.7,0,0
PostGrad Degree,Single,67,429,1,68117.0,930,23,40.4,6,8.7,2,3
Undergrad Degree,Relationship,59,375,1,67225.0,868,20,43.4,5,15.0,0,3
Undergrad Degree,Relationship,38,360,1,17649.0,45,6,7.5,8,50.0,0,2
Undergrad Degree,Relationship,39,586,1,55914.0,1260,25,50.4,7,16.0,0,3
Undergrad Degree,Relationship,30,434,1,40059.0,414,11,37.6,8,9.1,1,2
Undergrad Degree,Relationship,64,573,1,60905.0,392,13,30.2,2,15.4,0,0
Undergrad Degree,Relationship,37,970,2,75330.0,1109,25,44.4,6,16.0,0,3
Undergrad Degree,Single,63,699,1,60689.0,639,18,35.5,3,22.2,0,3
Undergrad Degree,Relationship,30,618,1,38680.0,79,5,15.8,7,20.0,0,0
Undergrad Degree,Relationship,32,491,0,61416.0,1665,23,72.4,6,4.3,1,1
Undergrad Degree,Single,23,669,0,49767.0,692,17,40.7,4,5.9,0,3
Undergrad Degree,Single,44,802,3,83273.0,1392,19,73.3,7,52.6,0,1
Undergrad Degree,Relationship,33,372,1,29009.0,44,5,8.8,6,40.0,0,2
PostGrad Degree,Relationship,35,693,1,45057.0,50,5,10.0,5,20.0,0,0
Undergrad Degree,Relationship,43,757,1,37150.0,467,13,35.9,7,61.5,0,0
Undergrad Degree,Single,44,371,1,43020.0,223,9,24.8,6,33.3,0,2
Undergrad Degree,Relationship,55,91,1,53154.0,158,8,19.8,4,12.5,0,2
Undergrad Degree,Relationship,41,392,0,65308.0,1211,27,44.9,4,3.7,2,3
Undergrad Degree,Single,44,841,1,76467.0,1575,12,131.2,6,16.7,1,1
PostGrad Degree,Relationship,67,344,0,81044.0,1208,21,57.5,1,4.8,0,3
Undergrad Degree,Relationship,63,459,2,32871.0,43,4,10.8,4,25.0,0,2
Undergrad Degree,Single,39,440,2,55801.0,527,15,35.1,7,40.0,1,3
Undergrad Degree,Single,55,167,1,76320.0,932,13,71.7,2,15.4,0,1
PostGrad Degree,Single,59,303,2,36927.0,71,6,11.8,8,33.3,0,2
Undergrad Degree,Relationship,61,163,2,48794.0,54,4,13.5,4,25.0,0,2
Undergrad Degree,Single,49,627,0,23478.0,129,6,21.5,8,16.7,0,0
Undergrad Degree,Single,41,909,1,71128.0,1615,24,67.3,7,12.5,0,1
PostGrad Degree,Single,38,503,1,70179.0,1034,23,45.0,5,13.0,0,3
Undergrad Degree,Relationship,64,584,1,59462.0,1088,23,47.3,7,8.7,0,3
PostGrad Degree,Relationship,45,567,2,52247.25135379061,721,18,40.1,3,38.9,0,3
Undergrad Degree,Relationship,45,344,1,38361.0,137,7,19.6,7,42.9,0,2
PostGrad Degree,Single,33,554,1,52247.25135379061,47,6,7.8,6,33.3,0,0
PostGrad Degree,Relationship,32,407,0,70038.0,1244,16,77.8,2,6.2,0,1
Undergrad Degree,Relationship,36,370,2,42554.0,41,5,8.2,4,40.0,0,2
Undergrad Degree,Relationship,40,728,1,67445.0,1174,27,43.5,6,18.5,0,3
Undergrad Degree,Single,63,553,1,67046.0,993,13,76.4,2,15.4,0,1
Undergrad Degree,Relationship,66,545,0,42192.0,100,6,16.7,4,16.7,0,0
PostGrad Degree,Relationship,62,768,1,77610.0,1680,15,112.0,7,13.3,0,1
Undergrad Degree,Relationship,30,216,1,31761.0,98,7,14.0,5,28.6,0,2
Undergrad Degree,Relationship,35,413,1,34350.0,48,4,12.0,7,25.0,0,2
Undergrad Degree,Relationship,65,577,1,54591.0,519,16,32.4,5,18.8,0,3
Undergrad Degree,Relationship,58,346,1,71866.0,715,19,37.6,3,5.3,0,3
Undergrad Degree,Relationship,45,447,1,25293.0,37,4,9.2,8,25.0,0,2
PostGrad Degree,Single,27,431,0,42000.0,653,18,36.3,5,11.1,1,3
Undergrad Degree,Relationship,31,517,0,69520.0,1455,20,72.8,5,5.0,0,1
Undergrad Degree,Single,44,157,1,64713.0,602,17,35.4,4,11.8,1,3
PostGrad Degree,Relationship,37,578,1,27889.0,26,4,6.5,6,25.0,0,0
Undergrad Degree,Single,54,254,0,22123.0,102,6,17.0,5,16.7,0,2
Undergrad Degree,Relationship,43,643,2,52247.25135379061,97,6,16.2,8,66.7,0,0
PostGrad Degree,Relationship,60,531,1,52247.25135379061,207,9,23.0,6,22.2,0,0
Undergrad Degree,Relationship,41,832,1,27803.0,176,7,25.1,8,28.6,0,0
Undergrad Degree,Single,59,414,1,52247.25135379061,450,12,37.5,7,25.0,0,2
Undergrad Degree,Relationship,54,878,1,51651.0,433,13,33.3,8,30.8,0,0
Undergrad Degree,Relationship,26,692,0,68487.0,1366,29,47.1,4,3.4,0,3
PostGrad Degree,Single,71,402,0,52247.25135379061,1564,21,74.5,1,4.8,2,1
Undergrad Degree,Relationship,45,658,1,56796.0,1001,24,41.7,7,12.5,0,3
PostGrad Degree,Relationship,22,721,0,87000.0,961,17,56.5,2,5.9,0,3
Undergrad Degree,Relationship,55,250,1,79823.0,1518,22,69.0,2,4.5,1,1
Undergrad Degree,Single,34,605,1,30828.0,56,6,9.3,3,33.3,0,0
PostGrad Degree,Relationship,43,543,1,34109.0,22,3,7.3,4,33.3,0,0
PostGrad Degree,Single,40,462,2,53367.0,400,14,28.6,7,50.0,1,3
Undergrad Degree,Relationship,45,411,0,22390.0,26,3,8.7,7,33.3,0,2
Undergrad Degree,Relationship,38,304,1,71322.0,350,12,29.2,2,8.3,0,2
Undergrad Degree,Single,21,717,0,79244.0,1216,21,57.9,1,4.8,3,3
PostGrad Degree,Relationship,65,880,1,49912.0,874,22,39.7,8,18.2,2,3
PostGrad Degree,Relationship,64,564,2,48699.0,40,4,10.0,5,25.0,0,0
Undergrad Degree,Relationship,39,432,0,80144.0,1367,18,75.9,1,5.6,0,1
Undergrad Degree,Single,58,557,2,54252.0,264,10,26.4,6,50.0,0,0
PostGrad Degree,Relationship,38,798,1,81929.0,2053,18,114.1,6,11.1,3,1
Undergrad Degree,Relationship,39,737,1,76068.0,1376,9,152.9,6,11.1,2,1
PostGrad Degree,Relationship,38,261,2,53204.0,45,4,11.2,4,25.0,0,2
PostGrad Degree,Relationship,65,198,1,67911.0,976,24,40.7,3,12.5,0,3
PostGrad Degree,Relationship,30,810,1,14796.0,51,4,12.8,9,50.0,1,0
PostGrad Degree,Relationship,40,290,1,78128.0,1264,18,70.2,3,11.1,2,1
Undergrad Degree,Relationship,42,646,0,14188.0,75,6,12.5,6,16.7,0,0
Undergrad Degree,Relationship,28,768,1,20425.0,57,5,11.4,7,40.0,0,0
PostGrad Degree,Relationship,52,426,1,58646.0,140,7,20.0,4,14.3,0,2
Undergrad Degree,Single,44,721,1,72967.0,497,17,29.2,5,11.8,2,3
PostGrad Degree,Relationship,65,487,1,48150.0,266,10,26.6,7,30.0,0,2
Undergrad Degree,Single,53,810,0,82332.0,2006,20,100.3,2,5.0,2,1
Undergrad Degree,Single,59,668,2,58275.0,615,17,36.2,7,35.3,0,3
PostGrad Degree,Relationship,33,715,0,44953.0,1021,23,44.4,6,4.3,1,3
Undergrad Degree,Relationship,61,204,2,34587.0,22,4,5.5,4,50.0,0,2
PostGrad Degree,Relationship,40,694,1,43018.0,133,6,22.2,5,16.7,0,0
PostGrad Degree,Relationship,60,500,1,45736.0,437,14,31.2,7,35.7,0,3
PostGrad Degree,Relationship,45,603,1,66476.0,1013,24,42.2,4,8.3,0,3
PostGrad Degree,Relationship,33,467,1,27733.0,57,5,11.4,7,40.0,0,2
PostGrad Degree,Relationship,62,319,1,69805.0,1038,25,41.5,2,8.0,0,3
PostGrad Degree,Single,52,428,0,72217.0,1573,21,74.9,2,4.8,0,1
Undergrad Degree,Single,43,779,1,25818.0,28,3,9.3,7,33.3,0,0
PostGrad Degree,Relationship,38,727,1,37509.0,123,7,17.6,7,28.6,0,0
PostGrad Degree,Relationship,38,424,2,25176.0,13,3,4.3,7,33.3,0,2
Undergrad Degree,Relationship,34,828,1,43586.0,132,7,18.9,8,42.9,0,0
PostGrad Degree,Relationship,58,1003,1,53230.0,732,19,38.5,5,21.1,0,3
Undergrad Degree,Relationship,57,169,2,50116.0,66,5,13.2,5,40.0,1,2
Undergrad Degree,Relationship,42,605,0,84906.0,1631,23,70.9,2,4.3,3,1
Undergrad Degree,Relationship,48,666,1,61286.0,608,16,38.0,5,12.5,0,3
PostGrad Degree,Relationship,28,616,0,82333.0,1822,17,107.2,2,5.9,2,1
PostGrad Degree,Relationship,49,1002,0,65220.0,1282,19,67.5,6,21.1,1,1
Undergrad Degree,Relationship,40,635,3,33590.0,8,3,2.7,7,33.3,0,0
Undergrad Degree,Single,38,593,1,30992.0,43,4,10.8,7,25.0,0,0
PostGrad Degree,Single,38,398,0,72309.0,1931,19,101.6,3,5.3,2,1
Undergrad Degree,Relationship,34,844,1,16005.0,103,5,20.6,8,60.0,0,0
PostGrad Degree,Single,57,66,0,65487.0,1169,14,83.5,2,21.4,0,1
Undergrad Degree,Relationship,49,185,1,58692.0,395,14,28.2,7,7.1,0,2
Undergrad Degree,Single,45,664,2,40590.0,258,10,25.8,6,50.0,1,0
Undergrad Degree,Single,44,31,1,20587.0,25,4,6.2,7,25.0,0,2
PostGrad Degree,Single,60,337,1,62637.0,185,9,20.6,2,11.1,0,2
PostGrad Degree,Single,48,911,2,29435.0,180,7,25.7,9,57.1,1,0
Undergrad Degree,Single,40,310,1,19346.0,22,4,5.5,8,25.0,0,2
Undergrad Degree,Relationship,43,317,2,35788.0,44,5,8.8,6,40.0,0,2
Undergrad Degree,Single,46,703,2,36997.0,94,7,13.4,5,71.4,0,0
Undergrad Degree,Relationship,57,281,0,23539.0,81,6,13.5,6,16.7,0,2
Undergrad Degree,Single,41,323,1,65333.0,798,21,38.0,6,33.3,2,3
Undergrad Degree,Single,57,378,0,78499.0,1334,18,74.1,4,5.6,2,1
PostGrad Degree,Relationship,43,256,1,29732.0,38,4,9.5,9,25.0,0,2
PostGrad Degree,Relationship,54,257,3,41275.0,61,7,8.7,5,57.1,0,2
PostGrad Degree,Relationship,41,547,2,63516.0,300,12,25.0,5,33.3,0,0
PostGrad Degree,Relationship,52,361,1,42769.0,88,6,14.7,4,33.3,0,2
PostGrad Degree,Relationship,56,356,2,49572.0,54,5,10.8,7,40.0,0,2
Undergrad Degree,Relationship,42,810,0,69209.0,1782,14,127.3,4,14.3,1,1
Undergrad Degree,Relationship,38,312,1,17148.0,68,7,9.7,8,57.1,0,2
Undergrad Degree,Single,45,664,2,40590.0,258,10,25.8,6,50.0,1,0
PostGrad Degree,Relationship,38,527,1,30560.0,31,4,7.8,7,25.0,0,0
PostGrad Degree,Relationship,31,1,1,32146.0,66,6,11.0,6,33.3,0,2
PostGrad Degree,Single,50,221,2,41713.0,174,8,21.8,6,62.5,0,2
PostGrad Degree,Relationship,39,318,1,34176.0,28,4,7.0,3,25.0,0,2
PostGrad Degree,Relationship,59,3,1,58482.0,731,20,36.6,6,10.0,1,3
Undergrad Degree,Single,49,315,1,59686.0,274,11,24.9,4,9.1,0,2
PostGrad Degree,Relationship,50,756,1,60896.0,1701,23,74.0,6,13.0,1,1
Undergrad Degree,Relationship,34,247,1,62994.0,312,12,26.0,6,8.3,0,2
Undergrad Degree,Relationship,57,697,1,47320.0,414,14,29.6,6,42.9,0,0
PostGrad Degree,Single,65,640,0,74859.0,1565,22,71.1,3,4.5,1,1
Undergrad Degree,Single,22,404,1,15253.0,29,4,7.2,7,50.0,0,2
PostGrad Degree,Single,40,530,1,31560.0,94,6,15.7,8,33.3,0,0
Undergrad Degree,Single,60,660,1,72071.0,1338,17,78.7,2,17.6,0,1
PostGrad Degree,Single,24,619,0,91172.0,1092,14,78.0,3,0.0,5,1
Undergrad Degree,Relationship,30,348,0,90000.0,1479,17,87.0,1,5.9,3,1
Undergrad Degree,Single,33,378,2,41967.0,54,4,13.5,4,25.0,0,2
Undergrad Degree,Single,49,217,1,69263.0,568,17,33.4,6,5.9,1,3
PostGrad Degree,Single,44,526,0,65706.0,1199,26,46.1,7,3.8,4,3
Undergrad Degree,Relationship,39,323,1,60934.0,873,21,41.6,4,9.5,0,3
Undergrad Degree,Relationship,63,495,1,71965.0,1213,14,86.6,3,21.4,0,1
Undergrad Degree,Relationship,59,64,1,65210.0,731,20,36.6,6,10.0,2,3
PostGrad Degree,Relationship,39,400,0,79174.0,2043,18,113.5,2,5.6,3,1
PostGrad Degree,Single,47,714,0,81380.0,1893,16,118.3,2,6.2,0,1
PostGrad Degree,Single,41,779,1,48432.0,424,14,30.3,8,35.7,0,0
Undergrad Degree,Relationship,43,523,1,52914.0,575,13,44.2,7,15.4,1,3
Undergrad Degree,Relationship,59,408,1,38946.0,257,10,25.7,5,20.0,0,2
Undergrad Degree,Relationship,40,604,1,26067.0,56,6,9.3,8,50.0,0,0
PostGrad Degree,Relationship,42,521,1,44325.0,542,17,31.9,8,23.5,1,3
Undergrad Degree,Relationship,50,227,0,42523.0,125,6,20.8,2,16.7,0,2
Undergrad Degree,Single,36,565,1,26487.0,69,6,11.5,5,50.0,0,0
PostGrad Degree,Relationship,57,263,1,53233.0,40,4,10.0,4,25.0,0,2
Undergrad Degree,Relationship,54,431,1,67716.0,1016,24,42.3,5,16.7,1,3
PostGrad Degree,Relationship,42,187,1,76234.0,907,22,41.2,3,4.5,1,3
PostGrad Degree,Relationship,58,31,0,84117.0,1566,23,68.1,2,4.3,1,1
PostGrad Degree,Relationship,57,66,0,65487.0,1169,14,83.5,2,21.4,0,1
Undergrad Degree,Relationship,42,265,1,25224.0,46,5,9.2,3,40.0,0,2
PostGrad Degree,Single,31,649,0,89616.0,1644,24,68.5,2,4.2,1,1
Undergrad Degree,Single,43,653,2,40851.0,59,4,14.8,7,25.0,0,0
Undergrad Degree,Relationship,67,1032,0,27469.0,17,3,5.7,6,33.3,0,0
PostGrad Degree,Relationship,57,908,0,82347.0,1853,24,77.2,3,4.2,3,1
Undergrad Degree,Relationship,57,1063,1,73803.0,1528,20,76.4,6,10.0,2,1
PostGrad Degree,Single,62,624,2,8820.0,35,6,5.8,8,66.7,0,0
Undergrad Degree,Single,40,229,0,43322.0,141,7,20.1,7,14.3,0,2
Undergrad Degree,Relationship,41,472,1,55593.0,546,15,36.4,6,13.3,1,3
Undergrad Degree,Relationship,60,536,2,50501.0,500,13,38.5,6,53.8,2,3
Undergrad Degree,Relationship,39,163,2,37085.0,61,6,10.2,8,66.7,0,2
Undergrad Degree,Single,24,577,1,16185.0,106,6,17.7,8,33.3,0,0
Undergrad Degree,Single,45,743,1,57731.0,704,22,32.0,6,18.2,0,3
PostGrad Degree,Single,41,779,1,48432.0,424,14,30.3,8,35.7,1,0
Undergrad Degree,Relationship,36,673,1,73807.0,849,21,40.4,2,9.5,0,3
Undergrad Degree,Relationship,24,658,0,18929.0,85,5,17.0,6,20.0,0,0
Undergrad Degree,Single,46,782,2,35893.0,199,9,22.1,8,66.7,0,0
Undergrad Degree,Relationship,34,758,1,61014.0,1147,16,71.7,7,25.0,0,1
Undergrad Degree,Relationship,60,258,2,32144.0,54,6,9.0,7,66.7,1,2
Undergrad Degree,Relationship,51,877,1,14918.0,43,4,10.8,6,25.0,0,0
Undergrad Degree,Single,51,509,2,45146.0,53,4,13.2,4,50.0,0,0
PostGrad Degree,Single,59,661,1,41769.0,521,16,32.6,8,37.5,0,3
Undergrad Degree,Relationship,33,218,0,88325.0,1623,17,95.5,2,5.9,0,1
PostGrad Degree,Single,64,335,2,38054.0,45,5,9.0,7,40.0,0,2
PostGrad Degree,Single,19,726,0,80617.0,1435,18,79.7,2,5.6,0,1
Undergrad Degree,Relationship,38,494,1,5305.0,32,1,32.0,13,0.0,0,2
Undergrad Degree,Relationship,60,716,2,36807.0,16,3,5.3,6,33.3,0,0
Undergrad Degree,Relationship,31,625,1,28427.0,52,5,10.4,8,40.0,0,0
PostGrad Degree,Single,66,216,0,82032.0,1234,17,72.6,1,0.0,0,1
Undergrad Degree,Relationship,36,535,1,22775.0,15,3,5.0,8,33.3,0,0
PostGrad Degree,Relationship,29,783,1,40101.0,415,13,31.9,7,30.8,0,0
Undergrad Degree,Relationship,35,375,1,58025.0,470,15,31.3,4,20.0,0,3
PostGrad Degree,Single,32,608,0,75777.0,1438,20,71.9,1,5.0,3,1
PostGrad Degree,Relationship,35,519,1,7500.0,53,7,7.6,7,57.1,0,0
PostGrad Degree,Relationship,51,164,3,33562.0,51,6,8.5,4,50.0,0,2
PostGrad Degree,Single,44,96,1,57642.0,679,19,35.7,4,15.8,1,3
Undergrad Degree,Relationship,46,801,2,58554.0,586,16,36.6,7,37.5,0,3
Undergrad Degree,Relationship,35,622,2,63777.0,653,18,36.3,8,44.4,0,3
Undergrad Degree,Single,52,643,1,57967.0,468,14,33.4,5,35.7,0,3
Undergrad Degree,Relationship,42,202,2,24434.0,50,5,10.0,7,40.0,0,2
Undergrad Degree,Single,30,630,1,11012.0,84,6,14.0,9,50.0,1,0
PostGrad Degree,Single,44,837,0,44802.0,1049,25,42.0,8,8.0,0,3
Undergrad Degree,Single,28,841,0,26816.0,22,3,7.3,4,33.3,0,0
Undergrad Degree,Relationship,37,668,1,115000.0,62,7,8.9,6,57.1,0,0
Undergrad Degree,Relationship,40,698,1,34421.0,30,3,10.0,7,33.3,0,0
Undergrad Degree,Relationship,47,541,1,61223.0,1341,16,83.8,5,12.5,0,1
PostGrad Degree,Relationship,68,61,3,64014.0,444,15,29.6,7,46.7,1,2
Undergrad Degree,Single,33,315,0,56981.0,1241,18,68.9,6,5.6,1,1
PostGrad Degree,Relationship,58,316,1,69245.0,843,21,40.1,3,9.5,0,3
PostGrad Degree,Relationship,60,782,2,52869.0,172,8,21.5,7,37.5,1,0
